WKT,name,description
"POLYGON ((106.823245 -6.1717899, 106.8230358 -6.1785418, 106.8230358 -6.1798218, 106.8233791 -6.1802218, 106.8238458 -6.1803925, 106.83031 -6.1801631, 106.8309805 -6.1801418, 106.8310824 -6.1799391, 106.831061 -6.1796031, 106.8309483 -6.1793951, 106.8304387 -6.1789098, 106.8304655 -6.1786698, 106.8306265 -6.1784725, 106.8298915 -6.1777792, 106.829913 -6.1758485, 106.8299881 -6.1758378, 106.8299988 -6.1752779, 106.8300525 -6.1752192, 106.829972 -6.1746539, 106.830031 -6.1745259, 106.829913 -6.1739925, 106.8298003 -6.1734379, 106.8293712 -6.1732779, 106.8290922 -6.1730059, 106.8290762 -6.1727392, 106.8292478 -6.1718699, 106.8291566 -6.1717099, 106.8289796 -6.1715499, 106.823583 -6.1715072, 106.8234811 -6.1715392, 106.823245 -6.1717899))",Monas,
